date,feature,prediction,label,segment
2026-06-01,0.1789044016528007,0.36915523842822395,0,prime
2026-06-01,0.20038878998991727,0.0,0,prime
2026-06-01,0.9034409504391765,1.0,1,prime
2026-06-01,-0.3306142755655633,0.4184755779758699,1,prime
2026-06-01,-0.4137843530590306,0.5707127844883005,1,prime
2026-06-01,0.3533916998059317,0.46272462045251933,0,prime
2026-06-01,-0.2884081781596219,0.45824784960858367,0,subprime
2026-06-01,-1.1895620724229425,0.8152450415647607,1,prime
2026-06-01,-0.4376294885648295,0.0,0,prime
2026-06-01,-0.20662254976878353,0.5096075602983652,1,prime
2026-06-01,1.1930999467457466,0.6822605434924016,1,prime
2026-06-01,1.9310828520993035,0.2135409889276177,0,prime
2026-06-01,0.9518325442231689,0.43580227771249375,1,subprime
2026-06-01,0.8411846073737606,0.038149020647362086,0,prime
2026-06-01,-2.3354928402859376,1.0,1,prime
2026-06-01,-0.8983536088405505,0.38008405195505357,0,prime
2026-06-01,-2.4694768579234485,0.2443228442545181,0,prime
2026-06-01,0.773506938285112,0.8021714593889876,1,prime
2026-06-01,0.14769228053499484,0.8335460439524106,1,subprime
2026-06-01,1.2978021682434047,0.7328986794308927,1,prime
2026-06-01,1.4051605806026595,0.23327844164182576,1,prime
2026-06-01,2.390063811014549,0.750151434143601,0,prime
2026-06-01,0.29985020819644537,0.48428525771246894,1,prime
2026-06-01,1.0094788765714449,0.947912885119029,1,subprime
2026-06-01,0.003946452210676568,0.4456899921061542,1,subprime
2026-06-01,0.7999490420594942,0.9919600589424393,1,subprime
2026-06-01,-0.9104383170894768,0.0,0,prime
2026-06-01,-0.9645265999165703,0.44761166868897934,1,prime
2026-06-01,0.5296827009879315,0.5303456981051906,0,prime
2026-06-01,1.1614969249295766,0.0,0,prime
2026-06-01,1.3187683060529474,0.8417259928848407,1,subprime
2026-06-01,-1.5124979498701536,0.07498523408663002,0,subprime
2026-06-01,0.2957776059099129,0.5778044403466618,0,subprime
2026-06-01,-1.0882625699469093,0.7519136256517213,1,prime
2026-06-01,-0.7015031519067133,0.60651085747588,1,prime
2026-06-01,-0.2442359497737407,0.8452148019369711,1,prime
2026-06-01,0.1765942051384984,0.2706858490517986,0,prime
2026-06-01,0.5122905250519194,0.5482435802705523,0,prime
2026-06-01,1.0540609236405616,0.640063964813922,1,prime
2026-06-01,-0.30747497738534185,0.8246064666971863,1,prime
2026-06-01,-0.9838141976503997,0.783472374456406,1,subprime
2026-06-01,0.8270243642845091,0.031340024869996735,0,prime
2026-06-01,0.25831123921205407,0.42610054639718786,0,subprime
2026-06-01,0.48873790094740477,0.9561451413440228,0,subprime
2026-06-01,1.1099019497592815,0.23794595228390128,0,prime
2026-06-01,-0.08213692107825087,0.10479066696858855,0,prime
2026-06-01,-1.0821613318214143,0.8581527149526974,1,subprime
2026-06-01,0.40863021797903065,0.7226245332317466,1,prime
2026-06-01,1.5852833459193225,0.0,0,prime
2026-06-01,-0.02641765418181893,0.3935837516774865,1,subprime
2026-06-01,-1.7177723714952216,0.27816792262431483,0,prime
2026-06-01,0.8203830886445975,0.8316718877061291,1,prime
2026-06-01,0.5887445120687996,1.0,1,prime
2026-06-01,0.8301275206825723,0.0,0,prime
2026-06-01,0.5028055991708205,0.6709680023970662,1,prime
2026-06-01,-0.4619657104532872,0.07854629380382616,0,prime
2026-06-01,-0.4496604818838746,0.32949468313997565,0,subprime
2026-06-01,-0.15499949234743404,0.0,0,prime
2026-06-01,1.0106617394232777,0.8238778613871384,1,prime
2026-06-01,1.4095138874742255,0.699090589052506,1,subprime
2026-06-01,-0.5809727785958029,0.2567550549581235,0,prime
2026-06-01,1.1011181245686115,0.0,0,subprime
2026-06-01,-0.5993753501052158,0.021472473022093652,0,prime
2026-06-01,-1.3177808975830407,0.14756220454986452,0,prime
2026-06-01,-1.3360799307341567,0.8116853010504508,1,prime
2026-06-01,2.0474719113756614,0.4834819451067358,1,prime
2026-06-01,-0.6419965723845896,0.1599067288475759,0,prime
2026-06-01,0.16475810036697572,0.0,0,prime
2026-06-01,-0.46482771196598405,0.0,0,prime
2026-06-01,-2.7550057735321256,1.0,1,prime
2026-06-01,-0.6071099525043843,0.7609545951069503,1,prime
2026-06-01,2.8184562594735962,0.0,0,prime
2026-06-01,-1.6285350619206653,1.0,1,subprime
2026-06-01,0.06921284874186533,0.20413897378850202,0,prime
2026-06-01,0.30543701728198736,0.67495227717028,1,prime
2026-06-01,0.8739024497045974,0.4446082345428381,1,prime
2026-06-01,-0.6698690903407459,0.8820582508301624,1,prime
2026-06-01,1.1717726685296737,0.3215362269562574,0,prime
2026-06-01,-0.06616197339081854,0.3691878330179914,0,subprime
2026-06-01,-0.23737105702675643,0.3564383295948585,0,prime
2026-06-01,0.3210182693237669,0.5313032697969371,0,subprime
2026-06-01,-1.7710899882050626,0.1465059450242131,0,prime
2026-06-01,0.20383848923976886,0.3551189750225191,0,subprime
2026-06-01,0.45673791758642,0.0,0,prime
2026-06-01,-0.6334405494664951,0.48121888242321675,0,prime
2026-06-01,-0.24326067637460258,0.0953542943258319,0,prime
2026-06-01,0.2149787666076967,0.9932051649013227,1,prime
2026-06-01,-0.6553144038217009,0.20591436154006873,0,prime
2026-06-01,1.9230535872951775,0.7211145283275161,1,prime
2026-06-01,0.3853146697843566,1.0,1,prime
2026-06-01,0.19785034075537136,0.16861634008065746,0,prime
2026-06-01,-0.6163786878647519,0.6409634110865428,1,prime
2026-06-01,-0.4023945358484443,0.2928829389142376,0,prime
2026-06-01,0.46316962531626077,0.3481277429432571,1,prime
2026-06-01,1.847453717332473,0.4111739079208985,0,subprime
2026-06-01,-0.7870858102776036,0.16688725902944127,0,prime
2026-06-01,0.5657028797820084,0.22931623067039258,0,prime
2026-06-01,0.5304170265656761,1.0,1,prime
2026-06-01,0.7585721110230063,0.5974934316905779,0,prime
2026-06-01,0.5338976289276535,0.7387164574186371,0,prime
2026-06-01,-1.5773156227753753,0.3623112714511408,0,subprime
2026-06-01,0.8509895930893523,0.3993211033874231,0,prime
2026-06-01,-0.5539276523724178,0.0,0,prime
2026-06-01,0.8794201453194568,0.0,0,subprime
2026-06-01,0.9401628004838124,0.5011324117037846,0,prime
2026-06-01,-0.37737549541155596,0.0,0,prime
