date,feature,prediction,label,segment
2026-06-01,-0.3729449445924068,0.8336878149520088,1,prime
2026-06-01,0.27987080136058434,0.0,0,prime
2026-06-01,0.5736611917440289,1.0,1,prime
2026-06-01,-0.09347998555980903,0.027621302373397494,0,prime
2026-06-01,0.7339948219125187,0.0,0,prime
2026-06-01,0.4703835704229002,0.9704107280188332,1,subprime
2026-06-01,1.4465124857430949,0.8634505206500095,1,prime
2026-06-01,1.6388123569879147,1.0,1,prime
2026-06-01,-0.27257999043026987,0.9281611324729359,1,subprime
2026-06-01,-0.23113346037929516,0.8864117269601964,1,subprime
2026-06-01,0.7456737129453817,0.1955338193365969,0,prime
2026-06-01,0.4528020788912012,0.8785144184849768,1,subprime
2026-06-01,0.023580227306449583,0.013288676748056262,0,subprime
2026-06-01,-0.0644627795106015,1.0,1,subprime
2026-06-01,0.4762746498854671,0.04295414405135096,0,prime
2026-06-01,0.030439838586768558,0.10022002012833714,0,prime
2026-06-01,-1.3874448501964638,0.9575470495334257,1,subprime
2026-06-01,-0.9737667404871275,0.08218255084263684,0,prime
2026-06-01,-0.993633047737259,1.0,1,prime
2026-06-01,1.0426715371976432,0.8650805054862192,1,subprime
2026-06-01,-1.1700589195640465,0.12276649191866089,0,subprime
2026-06-01,-0.7388489000211241,0.12539413527230564,0,prime
2026-06-01,-1.070087866623917,0.10325283175766717,0,prime
2026-06-01,-0.7499229165325967,0.12415308591144827,0,prime
2026-06-01,0.2648736998277711,0.02139098059134272,0,prime
2026-06-01,2.0396238118634895,0.8384949080223015,1,prime
2026-06-01,0.12806027943762346,0.15264567008453284,0,prime
2026-06-01,0.7070486112178506,0.0749477578542021,0,prime
2026-06-01,-0.6849239515085432,1.0,1,prime
2026-06-01,-1.3465017138629165,1.0,1,subprime
2026-06-01,-0.29774676982550324,0.059613349732378446,0,subprime
2026-06-01,-0.06607629666745336,0.8631934766478364,1,subprime
2026-06-01,-1.2106706736045865,0.9881919025514263,1,prime
2026-06-01,1.9929580652066106,0.8988348931814256,1,prime
2026-06-01,-0.17048941183826077,0.8844628026330255,1,subprime
2026-06-01,-0.9975644460486496,0.07342625369145915,0,prime
2026-06-01,2.079634053922176,1.0,1,prime
2026-06-01,0.3498034354385501,1.0,1,subprime
2026-06-01,1.2641875887490266,0.9337947160671455,1,prime
2026-06-01,1.464887961421999,1.0,1,subprime
2026-06-01,0.4788290449781124,0.0,0,prime
2026-06-01,0.2666941932494693,0.17386288985313125,0,subprime
2026-06-01,-2.0183034777162234,0.9848074318596749,1,prime
2026-06-01,0.07816973400447443,0.8404939071278249,1,prime
2026-06-01,-1.666959365718278,1.0,1,subprime
2026-06-01,-0.2627633609273643,0.1273027762535866,0,subprime
2026-06-01,1.9673918981431069,0.8886100710416045,1,prime
2026-06-01,-0.04723539468508496,0.0,0,prime
2026-06-01,0.22459561783734852,0.011117810252463861,0,subprime
2026-06-01,0.14549123926823854,0.9987582997598087,1,subprime
2026-06-01,0.11752129455843001,0.0,0,prime
2026-06-01,-0.458623195018742,0.12059941565057301,0,prime
2026-06-01,-1.1456314874880966,0.8962061258727485,1,prime
2026-06-01,-0.2377311606600329,1.0,1,prime
2026-06-01,-0.3988814731464011,0.10084401269854684,0,subprime
2026-06-01,-0.2643100382173776,0.010855918519745163,0,prime
2026-06-01,-0.548830862555676,0.9473503398512163,1,prime
2026-06-01,0.37661952620692374,0.7701107921156597,1,subprime
2026-06-01,-0.45469206738966284,0.9891784059935391,1,subprime
2026-06-01,0.22320512281231733,0.8596568017074389,1,prime
2026-06-01,-0.5086607492450103,0.2201993324037907,0,subprime
2026-06-01,0.4116524727184397,0.0009267672069147095,0,subprime
2026-06-01,1.1128099596852865,0.9809137779510968,1,prime
2026-06-01,2.793515325700004,0.0,0,prime
2026-06-01,1.5146488189091343,1.0,1,prime
2026-06-01,0.407139956038889,0.07910661428858329,0,prime
2026-06-01,1.2915121028430798,0.041565889146324905,0,prime
2026-06-01,-0.07861136901559426,0.8814789319827816,1,prime
2026-06-01,1.4196478898133629,0.9730749069432123,1,prime
2026-06-01,-0.6474329561746307,0.19811295223378503,0,prime
2026-06-01,1.0467556709278971,1.0,1,prime
2026-06-01,-0.7908538562323204,0.9664002637874256,1,prime
2026-06-01,0.10284929325232232,1.0,1,prime
2026-06-01,1.1717583259626725,0.02604453460060207,0,prime
2026-06-01,-0.4765799706757372,0.9601911537437626,1,prime
2026-06-01,0.18386618426557208,0.06949432092429289,0,prime
2026-06-01,-0.3808501978321758,0.726790873573198,1,prime
2026-06-01,-2.0595496371929074,0.961979331365054,1,prime
2026-06-01,-1.257407096602459,0.8975314169784143,1,subprime
2026-06-01,-0.2107268884735396,0.8823126012166751,1,subprime
2026-06-01,-0.7236254183643144,0.9478512849799633,1,prime
2026-06-01,-0.23242993923534463,0.9807312242388414,1,prime
2026-06-01,-1.5677422953992937,0.8799225921756724,1,prime
2026-06-01,1.2279736303034856,1.0,1,prime
2026-06-01,-1.010676116344792,0.12626933720157812,0,prime
2026-06-01,-2.000945489896863,0.0,0,prime
2026-06-01,0.8175199035456803,0.21912423759915106,0,subprime
2026-06-01,0.3370846145648566,0.8935682849273211,1,subprime
2026-06-01,-0.27657795562928494,0.9449059027044685,1,subprime
2026-06-01,-1.1190543806528854,0.9178369040311376,1,subprime
2026-06-01,0.9941135721338779,1.0,1,subprime
2026-06-01,0.5356268892277354,0.8537846893308423,1,prime
2026-06-01,0.5311767774933623,0.8737808790106844,1,prime
2026-06-01,2.0571739052965823,1.0,1,subprime
2026-06-01,0.8210912354439646,0.88700770171276,1,prime
2026-06-01,0.37016725150031254,0.932545844545591,1,prime
2026-06-01,-0.8646957543337146,0.9431627682696097,1,prime
2026-06-01,1.283972936422019,1.0,1,prime
2026-06-01,-0.9003534906452555,0.0,0,prime
2026-06-01,0.6063916223108308,0.0,0,subprime
2026-06-01,-0.4301330846213741,1.0,1,subprime
2026-06-01,0.8558304912491503,0.07743362697026875,0,prime
2026-06-01,-1.2450787094594669,0.7817037469716456,1,prime
2026-06-01,1.9178094291672825,0.952436315089694,1,prime
2026-06-01,-1.3004482897972425,0.16705181949381692,0,prime
2026-06-01,0.960355023717433,0.13312018957740643,0,prime
2026-06-01,-0.8796757695726116,0.15023886262804198,0,subprime
2026-06-01,-0.6118455773103009,0.9094267594984365,1,prime
2026-06-01,-0.585196298553226,0.09624448752130813,0,prime
2026-06-01,-0.7311255908357718,1.0,1,subprime
2026-06-01,1.5403613851909055,1.0,1,subprime
2026-06-01,0.25219125346644583,0.9137449284221894,1,prime
2026-06-01,1.6063552102984904,0.0,0,subprime
2026-06-01,1.1710263120196964,0.0,0,subprime
2026-06-01,-0.33321879281446626,1.0,1,prime
2026-06-01,-0.4256312665823039,0.9286337163169227,1,prime
2026-06-01,-3.5440116713596432,0.0714544081813148,0,prime
2026-06-01,0.5248308815012719,0.0,0,subprime
2026-06-01,0.005208949333067674,1.0,1,prime
2026-06-01,-0.28235734531566636,0.0,0,prime
2026-06-01,0.06348528856462442,0.2539672983555033,0,prime
2026-06-01,-2.1804132770426365,0.8935617333005997,1,subprime
2026-06-01,-0.6698283842381172,0.0,0,subprime
2026-06-01,-0.9734040028986976,0.13238926501026638,0,subprime
2026-06-01,0.49371018326865046,0.9493029047080908,1,prime
2026-06-01,-0.3504322625765032,0.0,0,subprime
2026-06-01,0.6992452599112439,0.9894358263000723,1,prime
2026-06-01,0.09475847716739925,0.9933224147074015,1,subprime
2026-06-01,1.626734671474872,0.0817495776835111,0,prime
2026-06-01,1.0654209677314201,0.06829946119751906,0,subprime
2026-06-01,0.04090930970867774,0.9320720448220814,1,prime
2026-06-01,1.7729211056530993,1.0,1,subprime
2026-06-01,1.3569182107725868,0.029005175965161323,0,prime
2026-06-01,0.2565289187054251,0.835403638862396,1,prime
2026-06-01,-1.4131037985415946,0.8721557846118935,1,subprime
2026-06-01,0.1354719031136454,0.07216810169468557,0,prime
2026-06-01,0.015784926651961555,0.8510016639085067,1,subprime
